Student_Type,Sleep_Hours,Study_Hours,Social_Media_Hours,Attendance,Exam_Pressure,Family_Support,Month,Stress_Level
school,7.79163751756731,2.9278297363852808,1.4363536719828183,62.594974784462586,2.0,6.0,1.0,0
college,7.861009935535558,4.9122533280752405,4.769671546643224,95.42196341639338,9.0,7.0,3.0,1
college,5.498670062006492,6.070885333975155,7.320505646791878,50.65160348182938,7.0,7.0,12.0,1
college,6.46504168057965,4.023644673947877,1.5556303446430626,93.4671266820448,7.0,5.0,6.0,1
college,5.788119342404508,2.6835552766643445,1.9034127700614303,84.00741261311099,9.0,10.0,8.0,0
working_student,5.990191878083367,7.052731682925111,3.873181215639545,,3.0,2.0,12.0,0
college,5.119396792292111,,2.791217742616824,,,9.0,6.0,0
school,7.568751679971754,1.4819148630105776,2.125699243371182,70.32851284215971,6.0,,5.0,0
college,6.502930665047894,7.979585256583603,4.730358656857883,62.820971686011276,9.0,2.0,4.0,0
college,8.718278975105598,,4.853944009020996,,8.0,9.0,8.0,0
college,6.64477787875511,6.209753106609432,3.8271573533640537,90.30712020017195,4.0,4.0,8.0,0
college,7.156421783984401,2.9622909599230725,4.72832807371674,88.71049608265149,5.0,3.0,12.0,0
college,6.778868657634096,6.153026038710188,4.370066855664872,85.91481624402763,9.0,,8.0,1
college,5.678393567125751,8.516503485775283,3.7566525745761505,94.80330053338379,3.0,8.0,,0
college,9.430527179840722,3.655002967765971,7.805033490406305,76.92996963119715,9.0,9.0,7.0,1
college,5.553857819827206,1.8698462399387072,,,7.0,7.0,11.0,0
college,9.114982416260151,4.007678268554772,1.770076103025375,78.60433047558168,8.0,7.0,4.0,0
college,6.207289412824693,2.977942286394036,3.918004321821328,92.77357115765453,3.0,4.0,10.0,0
working_student,8.946895581066697,3.056338356186976,5.0014835853276844,51.58796569831461,9.0,,9.0,1
working_student,,4.609037268682499,1.7858043472135288,80.37128856157734,9.0,3.0,10.0,1
working_student,4.0082473618269185,5.21490788751238,6.230079892490467,95.89901901397064,5.0,9.0,3.0,1
college,5.722630739664582,3.482772900972776,,78.91606918112915,8.0,5.0,8.0,1
school,7.121197136230645,1.1567567380755208,,76.60979194997377,1.0,5.0,2.0,0
school,5.852014423573047,6.688944054567061,1.62774401141199,86.43279814835384,5.0,7.0,6.0,1
school,8.79709749798304,2.8617522271244047,5.027045335809646,93.51850553541867,8.0,3.0,9.0,1
school,7.60340062697902,3.1963672875926803,2.122967277095887,77.71437245468172,8.0,8.0,11.0,0
college,6.729278007361616,3.7306480188784503,0.34582547917208506,91.32117363098038,6.0,4.0,9.0,0
school,8.682245135900146,3.9701532421972843,2.5562464815542993,88.9775760267503,5.0,6.0,11.0,0
working_student,4.20071090264817,7.702912258422419,2.430592764113227,67.57617646847606,10.0,9.0,2.0,1
working_student,,8.050358634013104,5.84755564849897,76.89635369402833,2.0,,7.0,0
college,6.486679000609228,4.370108678639764,4.493297756601012,78.58766193958053,,3.0,2.0,0
school,7.413357702415695,2.9001185226598327,3.3680614836802265,97.79560444219415,5.0,5.0,5.0,1
working_student,4.847502412229541,7.802879965000751,3.6232054436723167,77.23091539162827,7.0,1.0,11.0,0
college,6.688431898311387,2.389344319299342,0.9221896843556725,73.4250274615228,1.0,6.0,4.0,0
school,8.462988609905388,4.313344548550108,3.9812431130260384,68.58014488397464,4.0,6.0,4.0,0
college,8.99217271226196,6.101240743410435,0.12546507166499798,76.57777954085631,6.0,5.0,12.0,0
working_student,4.611716159777053,5.805808412437604,4.021685431521266,89.05343808463294,7.0,7.0,11.0,1
college,2.6642009710341674,5.1742985655200044,3.8001599435194695,97.12356340520692,7.0,5.0,11.0,1
college,8.048633054346025,7.587110285378381,3.4654441893028722,95.20921203744886,8.0,6.0,4.0,1
school,8.793725984604112,4.255429611446041,1.4714475711382575,96.84013971366215,6.0,9.0,4.0,0
,6.1728681381404655,7.09544505513267,2.5291857416707524,65.78254351470332,5.0,8.0,2.0,0
,6.7310616923033475,9.488389380551709,6.381010647100305,86.27880253091438,8.0,9.0,4.0,1
college,7.554067993167442,5.79174890817645,5.779713208723406,81.02077690783528,3.0,4.0,12.0,0
school,7.743877333426839,3.9223713662649096,7.226977950344862,91.87474683009114,3.0,5.0,9.0,0
college,4.936408250177505,5.623471496497273,4.240940943858091,76.99639888764376,9.0,6.0,6.0,1
working_student,,1.8738998013684243,1.4636149835971413,76.64996341488958,7.0,,7.0,0
working_student,6.621114606752466,5.936607101093023,5.398906973379549,88.97685518283842,,5.0,6.0,0
school,6.241143599554306,1.759889030269486,4.258243808938745,94.63002838522627,4.0,7.0,8.0,0
college,7.601195527191735,3.80588096292648,4.871708623853583,82.21380876672542,6.0,7.0,5.0,0
working_student,5.345736354137629,6.222424617694024,2.002462501028627,76.03411930118058,5.0,1.0,,0
college,6.711285645576922,5.275203852917682,3.8718852775903865,93.28604738484873,3.0,5.0,8.0,0
,3.5718130524719856,7.6878415017106825,4.171697815286751,71.32182434195715,7.0,2.0,5.0,1
working_student,5.599660005122359,3.741850782614642,2.258456482093891,99.07894840085288,8.0,9.0,8.0,0
college,6.329454909375598,4.6606524244951775,5.046814425417228,90.05101371325509,9.0,4.0,7.0,0
college,5.377376134234511,5.361734379904824,,72.51028651436738,6.0,,3.0,0
college,4.70313363217609,2.905624914042116,4.510573959406402,96.33024400366969,2.0,4.0,4.0,0
college,6.179228877660106,2.9968377224212888,5.494903292791588,98.88383659987558,3.0,8.0,1.0,0
college,4.852725869329892,6.915348885834055,4.5418718820845285,83.59636237973352,6.0,6.0,11.0,0
school,6.89521702187013,2.733892213086311,2.554478394098472,89.79198764888115,6.0,4.0,5.0,0
college,5.846374903578857,3.470479387953461,1.3691165208988285,89.96671751315363,6.0,8.0,,0
college,6.539742889051558,3.344549593766712,2.004243945103307,78.85491759564552,4.0,7.0,11.0,0
college,6.49208509119536,7.188859735584773,5.891270486389111,81.00612509412665,6.0,6.0,11.0,0
college,7.787962701193317,1.9115794176593641,2.172508722584737,120.0,7.0,6.0,10.0,0
college,6.723185078694138,6.003250013500249,4.28252394078555,76.08807490382958,3.0,6.0,11.0,0
,3.442540618469302,4.141918354371821,2.0411082575375463,89.90163390807949,8.0,5.0,4.0,1
college,8.093321779521844,7.750188235318726,3.1084165977198897,77.28688093498967,6.0,5.0,5.0,1
school,7.634343208164401,3.0876856523676226,5.16935788915039,76.34293375544586,7.0,8.0,1.0,0
college,7.650798362600676,4.90237310962761,2.5658080688449005,83.09516218721163,6.0,2.0,1.0,0
college,4.877786206482093,7.809424530554397,5.513222667561337,92.39423163959391,2.0,2.0,5.0,0
school,8.094781596383337,4.640922901376593,3.3060492365445597,84.87567002368664,8.0,5.0,3.0,0
school,7.120720108651636,3.538923312796661,1.858190152142118,79.99979048927085,3.0,2.0,5.0,0
college,4.574004964133781,8.330218392941672,3.595770939272427,86.59939576706779,1.0,3.0,4.0,0
school,6.150645160131454,1.9939428354843847,3.4036586762489778,92.70125194727531,3.0,10.0,11.0,0
college,4.303165042807848,2.8515472818687537,,93.03209234823001,4.0,2.0,2.0,1
working_student,5.038216821069014,7.149411063508633,7.8156701441597844,74.27060007416684,10.0,7.0,2.0,1
college,5.702165791791031,8.377243967837599,4.908379031271611,85.55603105133275,7.0,6.0,7.0,1
working_student,7.172333463182979,8.235361107854448,2.0322293743375965,91.28805040896641,1.0,4.0,2.0,0
school,8.647184508739848,3.729305296997546,2.1737720512526653,99.02640713181192,2.0,4.0,10.0,0
college,4.352371387758262,6.38163479580608,2.1175997570756495,86.70955120346116,5.0,2.0,1.0,0
college,5.687051922762116,9.013859673268572,6.43989551238168,94.75656980779397,6.0,5.0,10.0,1
college,6.046629395047088,4.337472813030469,3.54895596246746,91.09137738183303,9.0,3.0,12.0,1
college,,7.936712094296098,3.9325962717659255,90.24566329713461,8.0,,10.0,1
college,6.062217517080146,5.5610433116255535,6.75503575259369,97.31614710367667,6.0,9.0,,1
working_student,6.7541973225813035,8.319014613603631,5.640491688389753,74.57917865085322,1.0,2.0,8.0,0
college,5.6270633348826005,8.550680229443811,7.335772651187008,84.84610000023586,8.0,7.0,2.0,1
school,8.499771505781025,4.010636918646858,0.23533785529400597,74.57101342573503,8.0,3.0,7.0,0
college,6.078961960071911,0.7744764130281797,1.920108531593995,78.09908873804822,4.0,8.0,7.0,0
college,9.118808577397534,6.531230720493302,2.8872717768328555,82.262891413386,5.0,6.0,9.0,1
college,6.71513635946157,4.2039968933336,1.6700205952959253,77.12357968885561,2.0,2.0,3.0,0
college,5.070612405867672,2.819338378969422,3.3644049244401586,67.28963474435406,4.0,10.0,12.0,0
working_student,3.8590311945766618,6.004718978653819,1.195340898432685,90.5583007359482,9.0,2.0,12.0,1
college,8.252450458691923,6.405522291327798,6.404098700205726,,7.0,8.0,1.0,0
school,7.3423105254403636,1.356594556385541,0.048871644785416724,76.60020686514449,5.0,7.0,3.0,0
working_student,6.202917859666331,6.148333183134324,0.9618081314228002,78.57171037610067,,10.0,7.0,0
school,7.142312513385328,3.4342012502262818,3.5034698841949985,97.0856419006131,3.0,3.0,,0
school,8.449761642725877,3.3217038400384133,4.273268777811778,,10.0,2.0,6.0,1
college,5.151728869921896,3.3351379038582767,7.726122649294678,98.52645994712876,5.0,8.0,6.0,0
working_student,7.10442407646311,8.369146576101253,5.026313201208237,80.95422757509718,1.0,3.0,7.0,0
college,5.100508931137421,3.4744272740478817,2.7206936529391257,95.91062268659729,6.0,6.0,2.0,0
college,4.367723296916442,-1.0072802543730923,6.83662223912903,87.74205368981032,7.0,6.0,11.0,0
school,8.760081646782643,3.0452757258892142,2.777329226616909,81.70758589004988,6.0,7.0,9.0,0
college,6.912614141014213,6.72430947358355,4.640616539647489,76.84923866025775,7.0,6.0,6.0,0
college,6.339307079290372,4.65238728431657,3.140141694135872,99.67171464089931,1.0,3.0,8.0,0
school,8.86199191903176,2.300738880563525,0.9226509523755739,82.18037097132533,6.0,2.0,12.0,1
college,5.960728704370058,2.3213984929583233,0.8138540195454795,71.78760505983993,6.0,6.0,,0
school,7.390969094834453,6.0754553132061835,2.622972989555661,88.99183513896799,8.0,7.0,6.0,1
college,4.236509308354565,3.9860939461059988,3.4125945007102496,86.46095230747011,3.0,7.0,11.0,0
college,6.063043005036947,2.976281255057294,0.15136816390792318,71.14699325101341,10.0,4.0,11.0,1
working_student,8.115050864280885,0.9412552062181965,4.195800056387742,69.79315014658607,6.0,5.0,7.0,0
college,4.795034091971975,4.82719627014165,1.587647270189334,84.71804602315014,4.0,6.0,8.0,0
,6.446258287621756,0.999693529182733,3.774016516415855,80.00172406616333,3.0,7.0,,0
working_student,6.848706425189728,7.06466971121832,3.7117696543775867,68.44432270950321,5.0,3.0,11.0,1
college,7.402565857537708,3.461615712803775,,83.56851175106179,3.0,7.0,12.0,0
college,5.712133783734256,2.7603670929810784,4.738908980733456,86.03933824963066,1.0,5.0,12.0,0
working_student,6.0356786199294366,4.463486831094151,3.834773130588541,66.54352187247338,7.0,6.0,2.0,0
college,6.047703755248881,2.055198198172005,4.3319688031173635,91.4903286727798,5.0,6.0,3.0,0
working_student,5.567587386900836,6.048183093041023,4.720424734042062,91.86324290468191,3.0,,8.0,0
college,6.083463693959963,5.528967140972395,,93.65706263352871,7.0,,1.0,0
college,6.979273389437615,4.616813489666828,4.3915285194003575,86.31733604405026,4.0,9.0,2.0,0
working_student,5.319471199889297,9.222988229698982,4.503041987984952,79.2067485164835,2.0,6.0,11.0,0
college,4.721856041499432,,4.398595001296682,97.17925214865033,10.0,7.0,3.0,0
college,5.395265156710568,4.7703810458387395,3.3513833112091844,99.72430898262351,5.0,4.0,9.0,0
college,5.508066881841917,4.140724129563262,1.3722861295682574,86.48874795301558,5.0,8.0,1.0,0
college,5.544529536806152,7.131581213183266,1.7071592341067268,52.51119678455382,7.0,6.0,1.0,0
,7.654039974124554,8.60334452100276,3.9985279185932425,,2.0,3.0,,0
college,5.867298941228202,3.925367575449495,7.14209396831725,68.81399565242381,6.0,3.0,5.0,1
college,6.583482584426555,9.200602545139638,0.4990791310696201,71.88294173142218,,6.0,3.0,1
school,6.037862898952754,1.7180248946627996,4.682865198642135,75.83621181461393,3.0,9.0,3.0,0
college,6.7497547467201775,6.500444881502194,8.104605147554668,90.8796975258794,6.0,4.0,9.0,1
working_student,8.701672252108178,4.693519940532115,6.8731453033065275,75.37188393646744,7.0,1.0,1.0,1
college,6.742707272036489,4.543876993129204,4.414334720695419,65.17400854827576,8.0,,2.0,1
college,3.4278797026319325,7.70586826088518,7.581680083746771,73.20502073483789,5.0,5.0,11.0,1
college,,,2.0969006708605678,89.66462072998813,,1.0,11.0,1
school,8.169919150415192,5.097419075588317,4.616231734682382,82.98829242595676,8.0,6.0,12.0,0
college,7.243048845274414,5.337011242766451,1.067814592207169,86.57911811745367,5.0,7.0,10.0,0
college,7.911667747639628,7.756861811659915,4.9377268390813995,65.97441647862257,2.0,3.0,10.0,0
college,4.947298776849976,9.249275946340097,3.4419096231897113,83.12382191877556,5.0,4.0,2.0,0
college,6.611657714327405,0.4251061758251464,2.8534461707719614,64.38161208292333,4.0,,3.0,0
college,6.974649061286646,5.168993827684358,,87.28786573550211,3.0,9.0,1.0,0
college,7.523223054282243,7.81787071003195,5.567037417964716,62.87269416823179,,9.0,4.0,0
college,5.1682688863763255,5.097191612322196,0.6388909354243948,56.80801880961971,5.0,8.0,,0
school,9.639973732931615,2.4231488513521446,5.584586947405102,73.51900409241637,4.0,3.0,2.0,0
college,8.614692992448324,4.601984675062122,3.8350670909994014,,8.0,6.0,3.0,1
working_student,4.898288890310617,6.721238729638664,3.6937756089885507,99.05632096613631,6.0,9.0,8.0,0
college,6.34522366257326,3.801433336988698,4.616944239805216,85.99626624823813,4.0,8.0,6.0,0
college,6.174451564002666,,5.390520155788275,83.85567950351617,10.0,10.0,9.0,1
college,8.14002326452658,8.210719212555198,2.2397223717333015,80.19098582585555,7.0,4.0,10.0,1
working_student,8.551457244044384,5.389840152411932,,87.25978744480462,5.0,,8.0,0
college,8.11397754421109,7.063805662928747,3.4684604312988427,97.21899693520254,9.0,2.0,7.0,1
working_student,5.591121295504849,4.285946837153702,4.68593587630877,79.18970539474618,4.0,7.0,12.0,0
school,6.807191376806499,3.0265703875238867,1.0956273172065374,92.69784747837376,5.0,2.0,2.0,0
college,4.2333866280806935,9.75447981009439,3.841901464672252,81.76105215141665,5.0,3.0,8.0,1
college,6.497644083886847,6.600570367364945,0.7124809281662712,81.2478118846189,6.0,6.0,5.0,0
college,9.773527307800466,,3.7309856712813847,,,5.0,2.0,1
college,5.151435518928869,3.6417322809854515,0.9966938409462821,90.35967035504657,5.0,6.0,10.0,0
college,4.400490447000062,4.081420366426986,4.767031490112198,96.10444646170231,3.0,,4.0,0
school,7.084084926400892,3.868274258963601,4.402291543775577,59.86225852493173,,2.0,2.0,1
working_student,6.987503250131433,6.449208067855546,0.4930887242513524,88.34259182040503,5.0,8.0,7.0,1
college,5.969053069525383,6.3899526779027696,4.468078667271809,75.10863895835597,5.0,3.0,11.0,1
college,6.235785795854008,5.774740348660152,1.135223953108616,98.79003432607274,,3.0,11.0,1
school,8.349579603184567,2.6126099870813864,2.11709916406602,91.84037154105039,6.0,5.0,5.0,0
college,,5.97031104542922,0.8369400617383186,,4.0,3.0,7.0,0
school,6.374389052333863,3.3668638216061613,4.185164158846373,91.18781799524311,4.0,7.0,8.0,0
college,7.744941760764247,5.937036657502292,5.7673368766503845,66.57455784943137,6.0,3.0,5.0,1
school,9.410158768048062,3.782105604071867,0.5481725418413783,67.30348350029205,5.0,5.0,10.0,0
college,5.150850911634518,3.7256895077975702,5.756893320738222,87.29302738000898,5.0,6.0,10.0,0
working_student,7.318200798420116,6.225194994669345,2.3328176303574892,61.688961555119285,4.0,8.0,2.0,0
,6.641202850393766,4.642006727982173,2.1578243425302293,63.792824814520884,,4.0,3.0,0
school,5.722888264145126,3.450707980972617,1.9085427813718672,81.6765996537609,4.0,1.0,12.0,0
college,6.326739005701314,4.429074226457908,0.476458393720387,80.11325484711598,5.0,7.0,7.0,0
college,6.64706595655099,3.221526221675736,,89.33650351238414,9.0,7.0,,1
school,6.468034036839934,3.1581453020277643,,77.07982386739516,2.0,3.0,8.0,0
school,7.038519112834646,2.061060426429501,5.30423432662307,70.43595649062934,5.0,7.0,9.0,0
,4.719846809960227,4.7660218043022855,2.9211257408848863,77.79150619210999,5.0,5.0,4.0,0
working_student,5.963397869592208,1.6288325787697313,5.000708622481468,73.14894271272485,3.0,8.0,1.0,0
school,6.702533193722832,4.26160230442711,3.2416150324417483,98.8115113327492,8.0,4.0,12.0,1
working_student,4.4073019520329915,7.4710099329771715,2.061835491029525,87.67140118700306,3.0,2.0,5.0,0
college,4.289720313275337,7.089155807772199,0.21441981598283932,84.65958822102385,9.0,9.0,6.0,1
college,6.007493344114103,5.239424448991391,5.69580951433348,83.15018660820304,,8.0,6.0,0
college,9.165625643873286,1.9669565663758308,4.72234912448548,82.27795241763529,10.0,2.0,,1
school,6.4771341743492545,0.8884567001320459,2.5675383109378545,88.73528400381451,5.0,4.0,1.0,0
,8.318017724638265,2.522052970900008,2.1156757965013266,89.28731604051964,4.0,6.0,8.0,0
school,7.039595927589713,2.3205065469621884,3.472665041983905,80.62908526868208,8.0,2.0,2.0,0
college,,6.414584406486233,0.30326787390526655,91.53738514677005,10.0,8.0,2.0,1
working_student,6.9222914601134535,9.916038040003961,8.347082505120909,93.66858949170451,3.0,8.0,5.0,0
school,7.77411285211935,2.2723299226472244,0.899725410907151,96.81634335033114,5.0,8.0,10.0,0
college,6.559067927680659,3.128874015247923,5.981766822128202,86.02014630083703,6.0,10.0,3.0,0
college,5.177022632197041,6.693723881169203,1.5507139344115528,89.6868675133274,7.0,4.0,,1
college,6.834132834447096,5.901560755932573,4.724297351199732,92.71087561674402,10.0,6.0,4.0,1
college,6.733066832347846,0.4506599199321949,3.4618239435655647,85.29142656727336,3.0,7.0,2.0,0
college,6.928490144132677,3.5914291987206344,4.907456559151619,79.03107282211325,1.0,9.0,4.0,0
college,5.1330225217630385,7.427416276401374,4.090624258670431,96.36552434685701,,4.0,2.0,1
college,4.702814331023091,5.283503383278448,2.964073017155811,82.35437266522229,5.0,,3.0,1
college,6.342580002699904,4.364567692815484,4.377362960633741,,,7.0,11.0,1
college,6.792566627089841,4.245071315372287,4.384297637580461,82.0992483654134,8.0,4.0,,0
college,4.025838707891779,2.877796774129355,0.20369208789971305,,8.0,7.0,8.0,1
school,6.49681836062247,0.9583006463684187,2.600003090736612,120.0,5.0,4.0,2.0,0
college,5.029239175156317,4.681884451274693,3.4669328208046917,66.68840116582423,,5.0,,1
school,7.280135244998903,5.456049557415798,2.7075293798616626,80.90295565637057,4.0,8.0,10.0,0
working_student,8.07578165545556,6.3486691380660245,4.994774654081718,82.97136533124447,7.0,3.0,2.0,0
college,8.16795672992334,3.739344939595979,2.43210187600688,76.60241372972285,2.0,4.0,10.0,0
working_student,5.170604243312048,8.373457259237439,3.6109133952539176,95.07622422602326,4.0,7.0,9.0,0
college,5.771078950386661,3.9303044102187754,3.429598518527639,98.92200693688554,6.0,6.0,10.0,0
college,6.8104420161507555,1.9148539059697816,5.031127474286083,96.13098408843712,2.0,,1.0,0
college,4.540029405228486,6.370393458360118,3.746277571619822,69.50442881686016,3.0,3.0,6.0,0
working_student,4.7313460088363355,2.759545296188339,1.7953367771316957,84.98143915543316,6.0,6.0,11.0,0
,,8.194618857196126,6.228876068508725,89.37548109542678,4.0,6.0,4.0,0
working_student,9.25682461696967,18.702723251633483,4.919450664602717,90.49933900329583,6.0,9.0,1.0,0
college,,7.70540923077259,0.13629889857604072,89.81799426722029,2.0,3.0,7.0,0
college,5.471178288728958,4.142183271697601,1.310391573048054,76.3972351278614,,9.0,,0
school,8.176466773781879,5.369595848794344,0.8164412222111168,75.45258046843142,5.0,6.0,8.0,0
college,,4.443966595205262,4.844378039504045,84.96944750219066,,6.0,10.0,0
college,6.261647011768412,6.834346227906763,5.3186529700473875,66.11607457091218,7.0,7.0,3.0,0
college,7.693012849673085,6.700325431029566,2.8232455270642443,75.86750124969565,5.0,2.0,12.0,0
college,4.701157377819514,8.232129421586716,5.946041333036131,88.13630622252002,3.0,8.0,3.0,0
college,6.157909882872051,5.878948212506936,2.8655265874662863,93.79737782162496,3.0,5.0,10.0,0
college,,5.039830278465475,1.0386941284413416,79.508453342182,1.0,6.0,2.0,0
college,6.588078009421565,3.0126351116480494,6.055238026463444,84.54791368801479,10.0,7.0,3.0,1
working_student,7.706969704178256,3.9609340365470675,2.812210808675217,80.0989673664158,4.0,7.0,2.0,0
college,7.912240641200792,4.088604448823836,3.910647222863411,69.6984652227837,6.0,9.0,2.0,0
working_student,6.293007733080579,6.34376001776188,6.557206196518553,95.99312226715521,4.0,4.0,2.0,1
college,9.82805789094165,7.128945950547565,5.366684608414506,77.76442923109354,4.0,3.0,3.0,0
college,4.231883861643985,5.4063676470046325,4.312110574452255,74.75764145702938,3.0,8.0,11.0,0
working_student,2.4521787281769685,7.556867728602206,3.9223414608176075,80.1168766742102,7.0,7.0,9.0,0
college,8.726098550278683,4.932484772442697,3.094788334611268,,3.0,6.0,5.0,0
working_student,8.582475922656126,3.7804517642733346,5.055018917500391,78.20573035615625,4.0,4.0,2.0,1
college,4.513335667335908,1.1748695483613598,0.6766279163689304,,7.0,6.0,11.0,0
college,7.601289336951864,6.02891225194699,0.3401453306265876,86.36863985103108,6.0,5.0,5.0,1
college,4.239702550918406,4.35370189435428,4.260354775210892,83.12599534462683,2.0,6.0,7.0,0
working_student,6.948486135724442,5.2549209620485575,5.290648271944513,74.59093488954035,,5.0,10.0,0
college,9.16926402479494,5.280884366299915,3.601443211292274,,9.0,5.0,9.0,1
school,8.044763844488887,2.2895992427590772,3.363074756328304,98.72398399575738,8.0,8.0,10.0,1
working_student,7.592213904651622,7.229629836678964,4.002482639488164,82.77947612929255,5.0,5.0,,0
working_student,4.345189209194602,6.185759461406297,1.6310719637287963,96.86672076256676,4.0,6.0,,0
working_student,5.747128540331103,4.630612554207221,2.6376326840888304,67.30659688117642,3.0,2.0,2.0,0
school,7.479452461108763,2.153696649663386,2.9806565309454562,69.16217559760196,7.0,5.0,5.0,0
school,7.282896278053702,2.0257844264048086,3.421305742830498,93.26944941956612,5.0,4.0,8.0,0
,6.311842934985305,5.38738753457099,2.3646644623043738,91.35244989589148,9.0,7.0,7.0,1
college,3.2466102342083025,6.146694093821084,2.142538739279497,78.81169268696783,3.0,3.0,8.0,0
working_student,4.406098998187202,3.65527972075411,4.11004055844465,74.62186762098152,3.0,7.0,,0
school,7.4716888139964235,6.3512995353330695,6.060978923749883,96.45373915276846,7.0,3.0,11.0,1
college,8.134862495804455,5.588258534773574,4.469685205524723,68.76049275813662,1.0,8.0,9.0,0
college,9.442925299226093,5.992116676396089,4.954902002792886,84.96275673860666,6.0,9.0,7.0,0
college,5.032822912468045,5.757210120981846,4.126075774503407,88.85477304157173,6.0,10.0,6.0,0
college,7.420584355138093,2.4497537869397115,1.1658242008898654,85.90752948186578,3.0,,5.0,0
college,8.402981925205005,7.2099940548970585,3.3707289072922633,75.43197802402905,2.0,5.0,9.0,0
college,5.2858578877252835,,0.05197790302052585,75.58046169312482,4.0,7.0,2.0,0
school,7.493310655603883,0.8709481249131821,2.9122998552807338,91.67241679906745,7.0,7.0,2.0,0
college,4.946507248117373,,2.037814334809864,81.31703003907789,6.0,5.0,9.0,1
college,5.913334606088007,3.051814701027677,3.3639564763915963,92.33597821209767,8.0,1.0,3.0,1
college,3.724040648231804,1.8684315311312854,1.7623902529484008,66.9484077360702,7.0,6.0,3.0,0
working_student,4.707157258018302,,2.3060743852964665,96.71840930083661,7.0,5.0,3.0,1
college,6.605244728420244,5.332542772583337,6.509733941843639,63.09481555433076,10.0,8.0,9.0,1
college,3.4765268155733997,7.568478179343693,8.251895230572977,65.94312610337394,,2.0,3.0,1
working_student,5.71895142408671,7.160745991781579,3.337377589284093,86.3254313608375,7.0,3.0,8.0,1
working_student,4.5056741186323475,5.873058958167251,0.10960486458480734,87.08582200591637,5.0,3.0,2.0,0
school,6.081092599539392,9.014672303978093,5.644631957491729,78.70396727577801,3.0,6.0,12.0,0
college,6.637691688715804,2.5509434729161273,4.144338501459429,73.35413259069048,6.0,6.0,3.0,1
college,,4.578147880230148,0.4240069766299719,86.04266833793476,4.0,9.0,8.0,0
college,6.2807344177215345,2.4523727924331635,0.27986197618059927,72.25743478834279,6.0,4.0,7.0,1
college,3.9181171963526764,7.102426494049504,1.2830707007368245,57.08220185786731,5.0,7.0,4.0,1
college,6.760753403268505,1.113070981563514,4.856444858336718,79.38881124310888,2.0,3.0,4.0,0
,5.936101305492057,5.852178708565994,2.719725943010957,76.28918744204005,8.0,5.0,5.0,1
college,8.737750454513122,3.4816587554359826,3.129085172853509,71.94601514192206,9.0,5.0,3.0,1
,7.593601405029558,2.8012232028872934,1.622604442590851,76.52481676903984,9.0,3.0,9.0,1
college,5.329927088478631,6.295229527967131,2.9201990466884276,69.0623772586665,8.0,6.0,11.0,1
college,5.304039084895206,,0.08145394021983932,76.9003342403142,2.0,8.0,2.0,0
school,,4.579016537271088,4.731482064591162,88.15210528938456,10.0,4.0,3.0,1
school,6.182120333223346,4.629418223911208,3.272783099346161,82.31558412737097,5.0,3.0,12.0,0
college,9.626837529433493,4.200855024026458,2.600089362310449,79.99634683987249,3.0,6.0,6.0,0
working_student,4.865781292734652,3.5946920836467484,4.210939915955939,65.19669535748143,3.0,6.0,6.0,0
college,4.6914914321973935,1.5750960390309474,0.9030002990933568,86.63793729776455,9.0,6.0,7.0,0
working_student,2.752773619028359,1.8377367682887558,2.3214430566181283,84.4443069795389,9.0,8.0,3.0,0
college,3.1101436652692547,7.786950627749637,6.7571789883493905,90.04703866568957,10.0,4.0,3.0,1
working_student,5.256792245015236,7.168836371934408,5.997361586617515,62.635132517029454,4.0,6.0,3.0,0
college,6.8287851694679595,,2.688530883164527,88.30650500799777,2.0,7.0,,0
college,4.4756897198883285,8.678775416992577,4.999069894636815,85.36566978665435,6.0,5.0,6.0,0
college,8.014419183952329,1.6339831943573877,4.897860646768044,90.88475713241951,9.0,8.0,4.0,0
college,9.181742590526753,6.2048029928242014,6.301965521027852,66.11837671850512,2.0,6.0,2.0,0
college,7.488770367378099,,4.106137751994892,85.95177134262174,7.0,3.0,3.0,1
college,5.672741377390236,3.114778129894279,,83.03166900332988,7.0,,1.0,0
working_student,4.869585654956644,10.347800686957616,0.14354378096702103,82.69666252839288,7.0,3.0,6.0,1
college,4.44852760936025,,0.6436618385709845,91.47941908772611,5.0,2.0,8.0,0
college,8.401186602106883,4.59801314800227,2.5623740590813133,59.97986022255583,5.0,7.0,3.0,0
college,7.2590812976112575,6.619971871331937,4.832243787617066,88.31856898275436,5.0,5.0,1.0,0
college,5.93505889522985,5.252270451708471,2.640732892808714,97.12260871978881,2.0,7.0,,0
school,5.385328898781293,3.3373144521123126,2.9841287550724647,86.91213671968056,8.0,6.0,1.0,1
college,5.925908941688342,1.716071957254956,3.531967533444397,78.99487339075887,9.0,3.0,,1
working_student,5.912764199636745,10.706831244883773,6.690382234061301,83.60273351337649,2.0,,12.0,1
working_student,4.647431434446396,7.889397211790783,2.251660755438113,83.86502929159423,2.0,7.0,9.0,0
school,5.8028104655185215,2.785102600971,2.4166886014528917,95.40559795716158,3.0,5.0,11.0,0
college,4.852325542134435,0.8235208408818976,1.6361951887096595,99.811893662187,5.0,9.0,6.0,0
school,8.171372456493582,4.0199726349697364,3.7831099291530172,86.69234956712235,4.0,7.0,5.0,0
school,7.472168761147351,3.7865637727721264,4.997835676073606,75.51516587445244,7.0,2.0,7.0,0
