CATEGORY_ID,CATEGORY_NAME,PRODUCT_ID,PRODUCT_NAME,DESCRIPTION,DESCRIPTION - Detail 1,DESCRIPTION - Detail 2,DESCRIPTION - Detail 3,DESCRIPTION - Detail 4,STANDARD_COST,LIST_PRICE,COUNTRY_ID,REGION_ID,LOCATION_ID,WAREHOUSE_ID,QUANTITY,WAREHOUSE_NAME,ADDRESS,POSTAL_CODE,CITY,STATE,COUNTRY_NAME
2,Video Card,245,ATI FirePro S9050,"Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz",Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz,,,1237.04,1699,MX,2,23,7,149,Mexico City,Mariano Escobedo 9991,11932,Monterrey,Nuevo León,Mexico
2,Video Card,161,AMD 100-5056062,"Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz",Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz,,,1343.84,1499.99,CN,3,11,8,48,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
2,Video Card,161,AMD 100-5056062,"Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz",Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz,,,1343.84,1499.99,IN,3,12,9,36,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
2,Video Card,161,AMD 100-5056062,"Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz",Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz,,,1343.84,1499.99,US,2,5,1,132,"Southlake, Texas",2014 Jabberwocky Rd,26192,Southlake,Texas,United States of America
2,Video Card,161,AMD 100-5056062,"Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz",Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz,,,1343.84,1499.99,US,2,6,2,120,San Francisco,2011 Interiors Blvd,99236,South San Francisco,California,United States of America
2,Video Card,161,AMD 100-5056062,"Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz",Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz,,,1343.84,1499.99,US,2,7,3,108,New Jersey,2007 Zagora St,50090,South Brunswick,New Jersey,United States of America
2,Video Card,161,AMD 100-5056062,"Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz",Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz,,,1343.84,1499.99,US,2,8,4,96,"Seattle, Washington",2004 Charade Rd,98199,Seattle,Washington,United States of America
2,Video Card,161,AMD 100-5056062,"Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz",Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz,,,1343.84,1499.99,CA,2,9,5,84,Toronto,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Canada
2,Video Card,161,AMD 100-5056062,"Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz",Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz,,,1343.84,1499.99,AU,3,13,6,72,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
2,Video Card,161,AMD 100-5056062,"Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz",Chipset:Vega Frontier Edition Liquid,Memory:16GBCore Clock:1.5GHz,,,1343.84,1499.99,MX,2,23,7,60,Mexico City,Mariano Escobedo 9991,11932,Monterrey,Nuevo León,Mexico
2,Video Card,184,AMD 100-506061,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz,,,706.99,999.99,CN,3,11,8,128,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
2,Video Card,184,AMD 100-506061,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz,,,706.99,999.99,IN,3,12,9,111,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
2,Video Card,184,AMD 100-506061,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz,,,706.99,999.99,US,2,5,1,175,"Southlake, Texas",2014 Jabberwocky Rd,26192,Southlake,Texas,United States of America
2,Video Card,184,AMD 100-506061,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz,,,706.99,999.99,US,2,6,2,178,San Francisco,2011 Interiors Blvd,99236,South San Francisco,California,United States of America
2,Video Card,184,AMD 100-506061,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz,,,706.99,999.99,US,2,7,3,246,New Jersey,2007 Zagora St,50090,South Brunswick,New Jersey,United States of America
2,Video Card,184,AMD 100-506061,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz,,,706.99,999.99,US,2,8,4,211,"Seattle, Washington",2004 Charade Rd,98199,Seattle,Washington,United States of America
2,Video Card,184,AMD 100-506061,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz,,,706.99,999.99,CA,2,9,5,184,Toronto,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Canada
2,Video Card,184,AMD 100-506061,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz,,,706.99,999.99,AU,3,13,6,164,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
2,Video Card,184,AMD 100-506061,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz,,,706.99,999.99,MX,2,23,7,143,Mexico City,Mariano Escobedo 9991,11932,Monterrey,Nuevo León,Mexico
2,Video Card,182,PNY VCQK4200-PB,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz,,,799.05,949.89,CN,3,11,8,128,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
2,Video Card,182,PNY VCQK4200-PB,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz,,,799.05,949.89,IN,3,12,9,110,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
2,Video Card,182,PNY VCQK4200-PB,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz,,,799.05,949.89,US,2,5,1,175,"Southlake, Texas",2014 Jabberwocky Rd,26192,Southlake,Texas,United States of America
2,Video Card,182,PNY VCQK4200-PB,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz,,,799.05,949.89,US,2,6,2,177,San Francisco,2011 Interiors Blvd,99236,South San Francisco,California,United States of America
2,Video Card,182,PNY VCQK4200-PB,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz,,,799.05,949.89,US,2,7,3,245,New Jersey,2007 Zagora St,50090,South Brunswick,New Jersey,United States of America
2,Video Card,182,PNY VCQK4200-PB,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz,,,799.05,949.89,US,2,8,4,210,"Seattle, Washington",2004 Charade Rd,98199,Seattle,Washington,United States of America
2,Video Card,182,PNY VCQK4200-PB,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz,,,799.05,949.89,CA,2,9,5,184,Toronto,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Canada
2,Video Card,182,PNY VCQK4200-PB,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz,,,799.05,949.89,AU,3,13,6,163,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
2,Video Card,182,PNY VCQK4200-PB,"Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz",Chipset:Quadro K4200,Memory:4GBCore Clock:771MHz,,,799.05,949.89,MX,2,23,7,143,Mexico City,Mariano Escobedo 9991,11932,Monterrey,Nuevo León,Mexico
2,Video Card,185,MSI GTX 1080 TI LIGHTNING Z,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz,,,688.35,873.98,CN,3,11,8,129,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
2,Video Card,185,MSI GTX 1080 TI LIGHTNING Z,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz,,,688.35,873.98,IN,3,12,9,111,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
2,Video Card,185,MSI GTX 1080 TI LIGHTNING Z,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz,,,688.35,873.98,US,2,5,1,176,"Southlake, Texas",2014 Jabberwocky Rd,26192,Southlake,Texas,United States of America
2,Video Card,185,MSI GTX 1080 TI LIGHTNING Z,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz,,,688.35,873.98,US,2,6,2,178,San Francisco,2011 Interiors Blvd,99236,South San Francisco,California,United States of America
2,Video Card,185,MSI GTX 1080 TI LIGHTNING Z,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz,,,688.35,873.98,US,2,7,3,246,New Jersey,2007 Zagora St,50090,South Brunswick,New Jersey,United States of America
2,Video Card,185,MSI GTX 1080 TI LIGHTNING Z,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz,,,688.35,873.98,US,2,8,4,211,"Seattle, Washington",2004 Charade Rd,98199,Seattle,Washington,United States of America
2,Video Card,185,MSI GTX 1080 TI LIGHTNING Z,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz,,,688.35,873.98,CA,2,9,5,185,Toronto,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Canada
2,Video Card,185,MSI GTX 1080 TI LIGHTNING Z,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz,,,688.35,873.98,AU,3,13,6,164,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
2,Video Card,185,MSI GTX 1080 TI LIGHTNING Z,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz,,,688.35,873.98,MX,2,23,7,144,Mexico City,Mariano Escobedo 9991,11932,Monterrey,Nuevo León,Mexico
2,Video Card,281,Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz,,,696.14,864.98,MX,2,23,7,179,Mexico City,Mariano Escobedo 9991,11932,Monterrey,Nuevo León,Mexico
2,Video Card,281,Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz,,,696.14,864.98,CN,3,11,8,167,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
2,Video Card,281,Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz,,,696.14,864.98,IN,3,12,9,155,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
2,Video Card,281,Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz,,,696.14,864.98,US,2,5,1,251,"Southlake, Texas",2014 Jabberwocky Rd,26192,Southlake,Texas,United States of America
2,Video Card,281,Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz,,,696.14,864.98,US,2,6,2,239,San Francisco,2011 Interiors Blvd,99236,South San Francisco,California,United States of America
2,Video Card,281,Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz,,,696.14,864.98,US,2,7,3,227,New Jersey,2007 Zagora St,50090,South Brunswick,New Jersey,United States of America
2,Video Card,281,Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz,,,696.14,864.98,US,2,8,4,215,"Seattle, Washington",2004 Charade Rd,98199,Seattle,Washington,United States of America
2,Video Card,281,Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz,,,696.14,864.98,CA,2,9,5,203,Toronto,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Canada
2,Video Card,281,Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz,,,696.14,864.98,AU,3,13,6,191,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
2,Video Card,216,MSI GTX 1080 TI LIGHTNING X,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,,742.94,863.98,CN,3,11,8,125,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
2,Video Card,216,MSI GTX 1080 TI LIGHTNING X,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,,742.94,863.98,IN,3,12,9,113,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
2,Video Card,216,MSI GTX 1080 TI LIGHTNING X,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,,742.94,863.98,US,2,5,1,209,"Southlake, Texas",2014 Jabberwocky Rd,26192,Southlake,Texas,United States of America
2,Video Card,216,MSI GTX 1080 TI LIGHTNING X,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,,742.94,863.98,US,2,6,2,197,San Francisco,2011 Interiors Blvd,99236,South San Francisco,California,United States of America
2,Video Card,216,MSI GTX 1080 TI LIGHTNING X,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,,742.94,863.98,US,2,7,3,185,New Jersey,2007 Zagora St,50090,South Brunswick,New Jersey,United States of America
2,Video Card,216,MSI GTX 1080 TI LIGHTNING X,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,,742.94,863.98,US,2,8,4,173,"Seattle, Washington",2004 Charade Rd,98199,Seattle,Washington,United States of America
2,Video Card,216,MSI GTX 1080 TI LIGHTNING X,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,,742.94,863.98,CA,2,9,5,161,Toronto,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Canada
2,Video Card,216,MSI GTX 1080 TI LIGHTNING X,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,,742.94,863.98,AU,3,13,6,149,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
2,Video Card,216,MSI GTX 1080 TI LIGHTNING X,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,,742.94,863.98,MX,2,23,7,137,Mexico City,Mariano Escobedo 9991,11932,Monterrey,Nuevo León,Mexico
2,Video Card,6,Zotac ZT-P10810A-10P,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,,702.35,849.99,CN,3,11,8,50,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
2,Video Card,6,Zotac ZT-P10810A-10P,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,,702.35,849.99,IN,3,12,9,36,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
2,Video Card,6,Zotac ZT-P10810A-10P,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,,702.35,849.99,US,2,5,1,107,"Southlake, Texas",2014 Jabberwocky Rd,26192,Southlake,Texas,United States of America
2,Video Card,6,Zotac ZT-P10810A-10P,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,,702.35,849.99,US,2,6,2,96,San Francisco,2011 Interiors Blvd,99236,South San Francisco,California,United States of America
2,Video Card,6,Zotac ZT-P10810A-10P,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,,702.35,849.99,US,2,7,3,89,New Jersey,2007 Zagora St,50090,South Brunswick,New Jersey,United States of America
2,Video Card,6,Zotac ZT-P10810A-10P,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,,702.35,849.99,US,2,8,4,64,"Seattle, Washington",2004 Charade Rd,98199,Seattle,Washington,United States of America
2,Video Card,6,Zotac ZT-P10810A-10P,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,,702.35,849.99,CA,2,9,5,47,Toronto,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Canada
2,Video Card,6,Zotac ZT-P10810A-10P,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,,702.35,849.99,AU,3,13,6,30,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
2,Video Card,6,Zotac ZT-P10810A-10P,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,,702.35,849.99,MX,2,23,7,63,Mexico City,Mariano Escobedo 9991,11932,Monterrey,Nuevo León,Mexico
2,Video Card,108,MSI GAMING,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz,,,753.18,849.99,CN,3,11,8,21,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
2,Video Card,108,MSI GAMING,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz,,,753.18,849.99,IN,3,12,9,6,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
2,Video Card,108,MSI GAMING,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz,,,753.18,849.99,US,2,5,1,126,"Southlake, Texas",2014 Jabberwocky Rd,26192,Southlake,Texas,United States of America
2,Video Card,108,MSI GAMING,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz,,,753.18,849.99,US,2,6,2,179,San Francisco,2011 Interiors Blvd,99236,South San Francisco,California,United States of America
2,Video Card,108,MSI GAMING,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz,,,753.18,849.99,US,2,7,3,127,New Jersey,2007 Zagora St,50090,South Brunswick,New Jersey,United States of America
2,Video Card,108,MSI GAMING,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz,,,753.18,849.99,US,2,8,4,98,"Seattle, Washington",2004 Charade Rd,98199,Seattle,Washington,United States of America
2,Video Card,108,MSI GAMING,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz,,,753.18,849.99,CA,2,9,5,74,Toronto,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Canada
2,Video Card,108,MSI GAMING,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz,,,753.18,849.99,AU,3,13,6,54,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
2,Video Card,108,MSI GAMING,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz,,,753.18,849.99,MX,2,23,7,36,Mexico City,Mariano Escobedo 9991,11932,Monterrey,Nuevo León,Mexico
2,Video Card,12,Gigabyte GV-N108TAORUSX W-11GD,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz,,,596.05,824.98,CN,3,11,8,51,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
2,Video Card,12,Gigabyte GV-N108TAORUSX W-11GD,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz,,,596.05,824.98,IN,3,12,9,37,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
2,Video Card,12,Gigabyte GV-N108TAORUSX W-11GD,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz,,,596.05,824.98,US,2,5,1,108,"Southlake, Texas",2014 Jabberwocky Rd,26192,Southlake,Texas,United States of America
2,Video Card,12,Gigabyte GV-N108TAORUSX W-11GD,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz,,,596.05,824.98,US,2,6,2,98,San Francisco,2011 Interiors Blvd,99236,South San Francisco,California,United States of America
2,Video Card,12,Gigabyte GV-N108TAORUSX W-11GD,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz,,,596.05,824.98,US,2,7,3,90,New Jersey,2007 Zagora St,50090,South Brunswick,New Jersey,United States of America
2,Video Card,12,Gigabyte GV-N108TAORUSX W-11GD,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz,,,596.05,824.98,US,2,8,4,68,"Seattle, Washington",2004 Charade Rd,98199,Seattle,Washington,United States of America
2,Video Card,12,Gigabyte GV-N108TAORUSX W-11GD,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz,,,596.05,824.98,CA,2,9,5,48,Toronto,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Canada
2,Video Card,12,Gigabyte GV-N108TAORUSX W-11GD,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz,,,596.05,824.98,AU,3,13,6,32,Sydney,12-98 Victoria Street,2901,Sydney,New South Wales,Australia
2,Video Card,12,Gigabyte GV-N108TAORUSX W-11GD,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz,,,596.05,824.98,MX,2,23,7,65,Mexico City,Mariano Escobedo 9991,11932,Monterrey,Nuevo León,Mexico
2,Video Card,114,Zotac ZT-70203-10P,"Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz",Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz,,,580.42,820.61,CN,3,11,8,23,Beijing,40-5-12 Laogianggen,190518,Beijing,Shenzhen,China
2,Video Card,114,Zotac ZT-70203-10P,"Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz",Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz,,,580.42,820.61,IN,3,12,9,8,Bombay,1298 Vileparle (E),490231,Bombay,Maharashtra,India
2,Video Card,114,Zotac ZT-70203-10P,"Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz",Chipset:GeForce GTX 780,Memory:3GBCore Clock:1.01GHz,,,580.42,820.61,US,2,5,1,128,"Southlake, Texas",2014 Jabberwocky Rd,26192,Southlake,Texas,United States of America
